source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
positive banned drug,positive powerful banned,1,1,banned | banned drug | drug | positive | positive banned,banned | positive | positive powerful | powerful | powerful banned,banned | positive,2
tested positive banned,positive powerful banned,1,1,banned | positive | positive banned | tested | tested positive,banned | positive | positive powerful | powerful | powerful banned,banned | positive,2
benjamin netanyahu,netanyahu netanyahu,165,165,benjamin | benjamin netanyahu | netanyahu,netanyahu | netanyahu netanyahu,netanyahu,1
donald trump,trump trump,156,156,donald | donald trump | trump,trump | trump trump,trump,1
harris harris,kamala harris,141,141,harris | harris harris,harris | kamala | kamala harris,harris,1
donald trump,elect donald,100,100,donald | donald trump | trump,donald | elect | elect donald,donald,1
donald trump,president elect donald,100,100,donald | donald trump | trump,donald | elect | elect donald | president | president elect,donald,1
elect donald,president elect,100,100,donald | elect | elect donald,elect | president | president elect,elect,1
elect donald trump,president elect,100,100,donald | donald trump | elect | elect donald | trump,elect | president | president elect,elect,1
benjamin netanyahu,netanyahu israel,88,88,benjamin | benjamin netanyahu | netanyahu,israel | netanyahu | netanyahu israel,netanyahu,1
netanyahu israel,benjamin netanyahu netanyahu,86,86,israel | netanyahu | netanyahu israel,benjamin | benjamin netanyahu | netanyahu | netanyahu netanyahu,netanyahu,1
netanyahu netanyahu,netanyahu israel,86,86,netanyahu | netanyahu netanyahu,israel | netanyahu | netanyahu israel,netanyahu,1
netanyahu netanyahu israel,benjamin netanyahu,85,85,israel | netanyahu | netanyahu israel | netanyahu netanyahu,benjamin | benjamin netanyahu | netanyahu,netanyahu,1
zelensky putin,volodymyr zelensky,84,84,putin | zelensky | zelensky putin,volodymyr | volodymyr zelensky | zelensky,zelensky,1
military said,israeli military,80,80,military,israeli | israeli military | military,military,1
military said,israeli military said,73,73,military,israeli | israeli military | military,military,1
fire deal,cease fire,72,72,deal | fire | fire deal,cease | cease fire | fire,fire,1
cease fire,fire gaza,61,61,cease | cease fire | fire,fire | fire gaza | gaza,fire,1
volodymyr zelensky,zelensky ukraine,59,59,volodymyr | volodymyr zelensky | zelensky,ukraine | zelensky | zelensky ukraine,zelensky,1
volodymyr zelensky putin,putin russia,51,51,putin | volodymyr | volodymyr zelensky | zelensky | zelensky putin,putin | putin russia | russia,putin,1
zelensky putin,putin russia,51,51,putin | zelensky | zelensky putin,putin | putin russia | russia,putin,1
zelensky putin russia,volodymyr zelensky,51,51,putin | putin russia | russia | zelensky | zelensky putin,volodymyr | volodymyr zelensky | zelensky,zelensky,1
al assad,bashar al,50,50,al | al assad | assad,al | bashar | bashar al,al,1
cease fire,gaza cease,49,49,cease | cease fire | fire,cease | gaza | gaza cease,cease,1
donald trump,mr trump,48,48,donald | donald trump | trump,mr | mr trump | trump,trump,1
york city,new york,48,48,city | york | york city,new | new york | york,york,1
west bank,occupied west,46,46,bank | west | west bank,occupied | occupied west | west,west,1
al assad,president bashar al,34,34,al | al assad | assad,al | bashar | bashar al | president | president bashar,al,1
new york,york times,34,34,new | new york | york,times | york | york times,york,1
eric adams,adams adams,32,32,adams | eric | eric adams,adams | adams adams,adams,1
new york,york times,32,32,new | new york | york,times | york | york times,york,1
reserve officials,federal reserve,32,32,officials | reserve | reserve officials,federal | federal reserve | reserve,reserve,1
criminal court,international criminal,31,31,court | criminal | criminal court,criminal | international | international criminal,criminal,1
cut interest,interest rates,31,31,cut | cut interest | interest,interest | interest rates | rates,interest,1
donald trump,trump administration,31,31,donald | donald trump | trump,administration | trump | trump administration,trump,1
war gaza,israel war,28,28,gaza | war | war gaza,israel | israel war | war,war,1
donald trump,trump said,27,27,donald | donald trump | trump,trump,trump,1
donald trump,mr trump,26,26,donald | donald trump | trump,mr | mr trump | trump,trump,1
donald trump,trump trump,26,26,donald | donald trump | trump,trump | trump trump,trump,1
officials said,officials say,25,25,officials,officials,officials,1
donald trump,elect donald,23,23,donald | donald trump | trump,donald | elect | elect donald,donald,1
donald trump,president elect donald,23,23,donald | donald trump | trump,donald | elect | elect donald | president | president elect,donald,1
elect donald,president elect,23,23,donald | elect | elect donald,elect | president | president elect,elect,1
elect donald trump,president elect,23,23,donald | donald trump | elect | elect donald | trump,elect | president | president elect,elect,1
israeli military,israeli forces,23,23,israeli | israeli military | military,forces | israeli | israeli forces,israeli,1
war ukraine,russia war,23,23,ukraine | war | war ukraine,russia | russia war | war,war,1
israel military,israeli military,22,22,israel | israel military | military,israeli | israeli military | military,military,1
israel military,military said,22,22,israel | israel military | military,military,military,1
new york,york times,22,22,new | new york | york,times | york | york times,york,1
antony blinken,blinken blinken,21,21,antony | antony blinken | blinken,blinken | blinken blinken,blinken,1
antony blinken blinken,secretary antony,21,21,antony | antony blinken | blinken | blinken blinken,antony | secretary | secretary antony,antony,1
donald trump,trump tariffs,21,21,donald | donald trump | trump,tariffs | trump | trump tariffs,trump,1
officials said,israeli officials,21,21,officials,israeli | israeli officials | officials,officials,1
secretary antony,antony blinken,21,21,antony | secretary | secretary antony,antony | antony blinken | blinken,antony,1
secretary antony blinken,blinken blinken,21,21,antony | antony blinken | blinken | secretary | secretary antony,blinken | blinken blinken,blinken,1
street journal,wall wall street,21,21,journal | street | street journal,street | wall | wall street | wall wall,street,1
wall street,street journal,21,21,street | wall | wall street,journal | street | street journal,street,1
wall street,wall wall,21,21,street | wall | wall street,wall | wall wall,wall,1
wall street journal,wall wall,21,21,journal | street | street journal | wall | wall street,wall | wall wall,wall,1
emmanuel macron,president emmanuel,20,20,emmanuel | emmanuel macron | macron,emmanuel | president | president emmanuel,emmanuel,1
trump said,donald trump said,20,20,trump,donald | donald trump | trump,trump,1
new year,new orleans,19,19,new | new year | year,new | new orleans | orleans,new,1
north korea,north korean,19,19,korea | north | north korea,korean | north | north korean,north,1
minister narendra,narendra modi,18,18,minister | minister narendra | narendra,modi | narendra | narendra modi,narendra,1
prime minister,minister narendra,18,18,minister | prime | prime minister,minister | minister narendra | narendra,minister,1
